id,dataset,text,oracle
5603,OrtuJIRA_test_9,@Roger: huh this is bad as a partial integration will seg fault see BoostMonitor.cpp which does a cast of a boost::mutex.,0
5604,OrtuJIRA_test_9,It would be *highly* preferable instead to *not* include the BoostMonitor.cpp change as both are inter-dependent.,0
5605,OrtuJIRA_test_9,Alternatively I don't know what is the compiler error on Debian but it may very well be missing the include inside BoostMutex.cpp:  {code} #include <boost/thread/mutex.hpp> {code}  Thanks!,0
5606,OrtuJIRA_test_9,That's a very promising idea !,1
5607,OrtuJIRA_test_9,Will take a closer look.,0
5608,OrtuJIRA_test_9,Nice work [~stepinto] !,1
5609,OrtuJIRA_test_9,Can this ticket me marked as resolved as implementation done for portabl IP,0
5610,OrtuJIRA_test_9,Is the null check necessary?,0
5611,OrtuJIRA_test_9,the underlying protobuf handles the null properly.,0
5612,OrtuJIRA_test_9,{code}           ByteBuffer appAttemptTokens = attemptState.getAppAttemptTokens()           if(appAttemptTokens != null){             attemptStateData.setAppAttemptTokens(appAttemptTokens)           } {code}  New public method necessary?,0
5613,OrtuJIRA_test_9,The assert check should be made for rm1 and also for rm2.,0
5614,OrtuJIRA_test_9,{code}     // start new RM     MockRM rm2 = new TestSecurityMockRM(conf memStore)     rm2.start()      // verify tokens are properly populated back to DelegationTokenRenewer     Assert.assertEquals(tokenSet rm1.getRMContext()       .getDelegationTokenRenewer().getDelegationTokens()) {code},0
5615,OrtuJIRA_test_9,try the commands  {code} git checkout cassandra-1.2 patch -p1 < 5234-3-1.2branch.txt  {code},0
5616,OrtuJIRA_test_9,Fixed by making the url absolute before passing it to the web container.,0
5617,OrtuJIRA_test_9,Looks great Todd.,0
5618,OrtuJIRA_test_9,Could we keep this DataOutputBuffer for reuse?,0
5619,OrtuJIRA_test_9,{code} +      DataOutputBuffer buf = new DataOutputBuffer(size) {code},0
5620,OrtuJIRA_test_9,If I'll come across Xerces again I'll try it.,0
5621,OrtuJIRA_test_9,Thanks Vijay.,0
5622,OrtuJIRA_test_9,"I can see why the test case just checks that the error string includes the exception text ""foo"".",0
5623,OrtuJIRA_test_9,"The problem is not that the exception text is lost completely it does come through just that it is wrapped in an AvroRuntimeException(""Unknown datum type: ""+datum) error.",0
5624,OrtuJIRA_test_9,"So instead of the expected ""java.lang.RuntimeException: foo"" text being sent you get ""org.apache.avro.AvroRuntimeException: Unknown datum type: java.lang.RuntimeException: foo"".",0
5625,OrtuJIRA_test_9,GenericData.getSchemaName instead throws an AvroRuntimeException so the special handling of UnresolvedUnionException in Responder.respond is skipped and the nested exception text is the result.,0
5626,OrtuJIRA_test_9,Another option is to create a new type for HdfsLocatedFileStatus as {code} HdfsLocatedFileStatusProto {   HdfsFileStatusProto fs = 1   LocatedBlocksProto locations = 2 } {code},0
5627,OrtuJIRA_test_9,Anyway I am creating a project that began with 2.0.0-M3 and is now using 2.0.0-M4.,0
5628,OrtuJIRA_test_9,"that it's a huge patch is exactly why I don't want to take a ""let's just commit it and clean it up later"" approach.",0
5629,OrtuJIRA_test_9,Good idea especially if you have a use case for that.,1
5630,OrtuJIRA_test_9,You might also want to consider the induced latency though depending on the checkpoint size and frequency.,0
5631,OrtuJIRA_test_9,Make sure to use the hsync api for persistency guarantees.,0
5632,OrtuJIRA_test_9,Do you mean you checked your proposition or mine?,0
5633,OrtuJIRA_test_9,Mine is not thourougly thought it's just a suspenders AND belt solution.,0
5634,OrtuJIRA_test_9,"Also by ""working"" do you mean that you checked also for (undesired) side effects?",0
5635,OrtuJIRA_test_9,> I don't see where this is limited to user-facing pages.,0
5636,OrtuJIRA_test_9,I need to list out all the jsp/servlet paths and check whether they are user facing or not.,0
5637,OrtuJIRA_test_9,I would like to show new API design first.,0
5638,OrtuJIRA_test_9,That's why I have posted my last patch.,0
5639,OrtuJIRA_test_9,Attaching patch file AVRO-957.patch:  We (Hitwise Pty Ltd) hereby assign all rights to the code contained within this patch over to the Apache Software Foundation (ASF) under the Apache Licence.,0
5640,OrtuJIRA_test_9,I worked with this on Danushka and the following fix worked for us.,0
5641,OrtuJIRA_test_9,We have done pretty intensive testing and believe this fixes the problem.,0
5642,OrtuJIRA_test_9,Here I am removing the subscription list impl and implementing it using ConcurrentLinkedQueue while keeping the interface intact as much as possible.,0
5643,OrtuJIRA_test_9,the java concurrent implementation of the queue.,0
5644,OrtuJIRA_test_9,QPID-3319.patch has the fix and QPID-3319.patch.2 and QPID-3319.patch.3 fix two other classes that cause a compilation error when the QPID-3319.path is applied.,0
5645,OrtuJIRA_test_9,Hi Carl I've made the changes JAVA_HOME and README.txt suggested by you.,0
5646,OrtuJIRA_test_9,I tested the JAVA_HOME change in Linux and it doesn't seem to work (unset JAVA_HOME and launch Eclipse for debugging).,0
5647,OrtuJIRA_test_9,Can you try it on Mac and see if it works?,0
5648,OrtuJIRA_test_9,Thanks Thomas committed to 3.4.0.,0
5649,OrtuJIRA_test_9,Another interesting message from the log  258766 (http-0.0.0.0-8443-Processor2) [                Log.java:103:WARN ] Create Payment Application: Amount to apply [36.76] is greater than the outstanding amount [0.0] of the invoice [10030].,0
5650,OrtuJIRA_test_9,Creating Payment Application for outstanding amount [0.0] instead.,0
5651,OrtuJIRA_test_9,There are a few considerations to be careful about: 1) The hostname in service could be a vip name.,0
5652,OrtuJIRA_test_9,The token selector is used in ipc.Client which has InetSocketAddress of the remote server.,0
5653,OrtuJIRA_test_9,How do we make sure we are matching the right hostnames?,0
5654,OrtuJIRA_test_9,One way to address it is to get the ip address from the hostname service and use that for matching but that needs a dns lookup.,0
5655,OrtuJIRA_test_9,2) Dns lookup in token selector would be invoked for every connection using token authentication.,0
5656,OrtuJIRA_test_9,Sounds good Claudio.,1
5657,OrtuJIRA_test_9,I used to have the subset of in-memory partitions maintained as a sliding window (i.e.,0
5658,OrtuJIRA_test_9,most recently computed K partitions) but I switched to the model with K-1 partitions always in memory and 1 slot for loading out-of-core partitions because it made the logic slightly simpler.,0
5659,OrtuJIRA_test_9,We can go back to something like that if we want to manage that subset more intelligently (2).,0
5660,OrtuJIRA_test_9,I would keep the hasActive field in memory (in the PartitionStore).,0
5661,OrtuJIRA_test_9,We start with any K in-memory partitions skip on-disk partitions that have no active vertices or incoming messages and prioritize spilling partitions that have no active vertices.,0
5662,OrtuJIRA_test_9,As I explained the XSL files have nothing to do with FOP so its impossible  for FOP to tell you which file/line number in XSL stylesheet(s) the problem  lies at.,0
5663,OrtuJIRA_test_9,FOP can only tell you which line in the single FO file the error  occurred at.,0
5664,OrtuJIRA_test_9,I'll focus my efforts on the compile targets then.,0
5665,OrtuJIRA_test_9,We'll have plenty of time to go through the bundles later.,0
5666,OrtuJIRA_test_9,gora-cassandra is patched to work with this prove of concept (It's just a one-liner in CassandraStore).,0
5667,OrtuJIRA_test_9,I meant if someone eventually uses CassandraClient directly this will break.,0
5668,OrtuJIRA_test_9,Yes I will open a new jira for this sometimes :),0
5669,OrtuJIRA_test_9,Hei there,0
5670,OrtuJIRA_test_9,(HDFS-2468) - throw IllegalArgumentException if setOwner with both owner and group empty.,0
5671,OrtuJIRA_test_9,(HDFS-2438) - throw FileNotFoundException if getFileStatus on non-existing file.,0
5672,OrtuJIRA_test_9,(HDFS-2426) - fixed bugs in getBlockLocations.,0
5673,OrtuJIRA_test_9,"(HDFS-2508) - changed file checksum json response root from ""MD5MD5CRC32FileChecksum"" to ""FileChecksum"".",0
5674,OrtuJIRA_test_9,(Thanks Arpit for the suggestion.),0
5675,OrtuJIRA_test_9,Seems to work reliably now.,1
5676,OrtuJIRA_test_9,I would prefer to get rid of the sleep again though.,0
5677,OrtuJIRA_test_9,Is it possible to signal from the ServiceTracker to the test that the servlet is installed?,0
5678,OrtuJIRA_test_9,I believe [~bikassaha] meant to resolve YARN-1068 and not this JIRA.,0
5679,OrtuJIRA_test_9,Working with Marek to diagnose the problem.,0
5680,OrtuJIRA_test_9,"v5 uses a small batch size and eagerly sends out ""incomplete"" batches if the reducer falls behind",0
5681,OrtuJIRA_test_9,yep +1 to close.,0
5682,OrtuJIRA_test_9,I took care of this already.,0
5683,OrtuJIRA_test_9,Santiago and I  have removed the readExternal() writeExternal() methods (from interface Externizable) and instead rely on readObject() writeObject().,0
5684,OrtuJIRA_test_9,We still implement the Serializable interface.,0
5685,OrtuJIRA_test_9,We marked the TransformerFactoryImpl field in the TemplatesImpl class as transient to make sure it does not get serialized.,0
5686,OrtuJIRA_test_9,We overrode readObject(ObjectInputStream) so that we could  create a new TransformerFactory in the case of reading in a serialized translet.,0
5687,OrtuJIRA_test_9,"Here is a JAXP program that I wrote that shows how this fix was tested:  import javax.xml.transform.stream.StreamSource import javax.xml.transform.stream.StreamResult import javax.xml.transform.Transformer import javax.xml.transform.Templates import javax.xml.transform.TransformerFactory import java.io.FileOutputStream import java.io.ObjectOutput import java.io.ObjectOutputStream import java.io.FileInputStream import java.io.ObjectInput import java.io.ObjectInputStream import org.apache.xalan.xsltc.trax.TemplatesImpl  public class ProtoTemplates {    public static void main(String[] args){         ProtoTemplates app = new ProtoTemplates()         app.run(args)    }     public void run(String[] args){         if (args.length != 2) {             usage()         }         String inputFilename    = args[0]         String stylesheet       = args[1]          Transformer transformer         TransformerFactory factory = TransformerFactory.newInstance()          try {             FileOutputStream fout = new FileOutputStream(""MyTemplates.ser"")             ObjectOutput out = new ObjectOutputStream(fout)             Templates templates = factory.newTemplates(                 new StreamSource(stylesheet))             out.writeObject(templates)             out.flush()             out.close()              // try to use the serialized  templates object this will             // create a new Transformer Factory see TemplatesImpl.java             // readObject(...) method.",0
5688,OrtuJIRA_test_9,"FileInputStream fin  = new FileInputStream(""MyTemplates.ser"")             ObjectInput in = new ObjectInputStream(fin)             Templates templates2 = (Templates)in.readObject()             in.close()             transformer = templates2.newTransformer()             transformer.transform(new StreamSource(inputFilename)                                   new StreamResult(System.out))         }         catch (ClassCastException e) {             System.err.println(""CAST EXC: "" + e)             e.printStackTrace()         }         catch (Exception e) {             System.err.println(""ERROR: "" + e)             e.printStackTrace()         }         System.exit(0)    }    public void usage() {         System.err.println(             ""Usage: run <xml_file> <xsl_file>"")         System.exit(1)    } }",0
5689,OrtuJIRA_test_9,This problen is there in the tests below as well   IHeaderBlockTest1 IHeaderBlockTest2 IHeaderBlockTest3 IHeaderBlockTest4 IHeaderBlockTest5 IHeaderBlockTest6 IHeaderBlockTest7 IHeaderBlockTest8 INamespaceTest1,0
5690,OrtuJIRA_test_9,Robin is fixing some other things w/ NB so he's going to take this.,0
5691,OrtuJIRA_test_9,ant tests passed on my box.,0
5692,OrtuJIRA_test_9,Integrated in Cassandra #446 (See [http://hudson.zones.apache.org/hudson/job/Cassandra/446/])     use cfid instead of name in CBL.,0
5693,OrtuJIRA_test_9,patch by gdusbabek reviewed by jbellis.,0
5694,OrtuJIRA_test_9,Could we remove the setProperty() implementation in HierarchicalConfiguration and use the default implementation in AbstractConfiguration ?,0
5695,OrtuJIRA_test_9,Thus fetchInsertIterator could be made private.,0
5696,OrtuJIRA_test_9,"This will always work irrespectively of the combination of various underlying technologies and it will be a thread-safe solution :  public class GroupsResource {      private UriInfo uriInfo     private GroupResource gr1 = new GroupResource()      @Context     public void setUriInfo(UriInfo ui) {         uriInfo = ui         gr1.setUriInfo(uriInfo)      }      @Path(""group1"")     public GroupResource group1() {         return gr1     }      @Path(""group2"")     public GroupResource group2() {         GroupResource gr2 = new GroupResource()         gr2.setUriInfo(uriInfo)          return gr2     }  }  It will also work well in cases when users try to do proxy-based client invocations as client proxies do not support @Context parameters on resource methods.",0
5697,OrtuJIRA_test_9,In meantime I will see what I can do with respect to the context injection into subresources... Perhaps in some cases modifying the subresource classes with extra methods might not be an option.,0
5698,OrtuJIRA_test_9,that we have an overridable method is not by accident We want that so that we dont keep the state in the component.,0
5699,OrtuJIRA_test_9,But that state is only in the class not in the object,0
5700,OrtuJIRA_test_9,I'll upload example once again in 2 hours.,0
5701,OrtuJIRA_test_9,I've just seen that you attached a patch to this issue.,0
5702,OrtuJIRA_test_9,I'll get it right this time :),0
5703,OrtuJIRA_test_9,I think it's a borderline class - architectually good for Lang but the Math guys are going to have a better idea about the complexities to be found.,0
5704,OrtuJIRA_test_9,Will nudge to see what people think.,0
5705,OrtuJIRA_test_9,> now this is really kewl )   Very 'kewl'.,0
5706,OrtuJIRA_test_9,I was somehow under the impression you were writing an Eclipse plugin.,0
5707,OrtuJIRA_test_9,The full list of commits is:  http://svn.apache.org/r1477236  http://svn.apache.org/r1477366 http://svn.apache.org/r1477698 http://svn.apache.org/r1477771 http://svn.apache.org/r1477784,0
5708,OrtuJIRA_test_9,16-byte BigInteger is overkill all we need is a reasonable distribution (now that Tokens don't need to be unique) and 64 or even 32 bits is plenty for that.,0
5709,OrtuJIRA_test_9,just uploaded.,0
5710,OrtuJIRA_test_9,MAPREDUCE-1813 has fixed the NPE problem.,0
5711,OrtuJIRA_test_9,They met the same bug with us.,0
5712,OrtuJIRA_test_9,You're right looks like this is already the desired behavior.,0
5713,OrtuJIRA_test_9,Did you forget to commit {{InvertibleRealLinearOperator}} ?,0
5714,OrtuJIRA_test_9,Here is the new file.,0
5715,OrtuJIRA_test_9,1,0
5716,OrtuJIRA_test_9,The background image is a 2000x2000 gif image with transparency and then the bitmap is very big.,0
5717,OrtuJIRA_test_9,2000*2000*4 = 16 Megas.,0
5718,OrtuJIRA_test_9,I change the way to draw the bacground with code like this one :,0
5719,OrtuJIRA_test_9,"It's not a major one but it would be a ""nice to have"" especially with the popularity of web services growing like it is.",0
5720,OrtuJIRA_test_9,Turns out that upgrading git (from 1.6.4 to 1.8.1) fixed this.,0
