ID,Polarity,Text
5504,0,FAILURE: Integrated in Hadoop-Yarn-trunk #344 (See [https://builds.apache.org/job/Hadoop-Yarn-trunk/344/]) HDFS-5041.
5505,0,Add the time of last heartbeat to dead server Web UI.
5506,0,The patch should be licensed to ASF for inclusion in ASF works.
5507,0,Is that part of the test in question?
5508,0,lifecycle management up to a separate container  Agreed and my patch also contains a TODO for that.
5509,0,Similar to all other plugins the life cycle hook should be pluggable in a sense that you can deploy them e.g.
5510,0,in an OSGi container as a separate bundle.
5511,0,Instead of hardcoding the hooks we could introduce a LifeCycleHookProvider similar to ValidatorProvider we already have.
5512,0,Subject.doAs tricks  Good point.
5513,0,Though we have to review that usage in general.
5514,0,I'll try the approach you suggested.
5515,0,api_key and secret_key are not required.
5516,0,data sync is external to cloudstack
5517,0,Thank you Ole!
5518,0,Committed v2 patch to trunk with revision 508383.
5519,0,Committed to HDFS-3042 branch.
5520,0,Thanks for the reviews Bikas and Aaron.
5521,0,I said above that the earlier patches were lost but nope there they are.
5522,0,"Anyway the ""-2"" patches include all the changes in the first patch files."
5523,0,What platform?
5524,0,Have you tried the standard maven untangling tricks like deleting ~/.m2?
5525,0,We need to make this configurable before we can apply this patch to the trunk (unless i have misunderstood the effect).
5526,0,The demo looks like it will be very useful.
5527,0,Thanks Cyriaque.
5528,0,Form#maxSize is ignored now too.
5529,0,> Another thing: is the try ... catch good or bad?
5530,0,I guess will be better not catch since until now was not being catched and will be good to propagate upwards.
5531,0,v2 removes some dross included by misstack.
5532,0,You could easily test if it is due to felix by switching to equinox if the effects are still there blame it on pax web or dosgi.
5533,0,This jira is unassigned but contains a patch that needs to be reviewed for inclusion in 1.1.1.
5534,0,Would a new configuration boolean 'fs.manual.shutdown' be adequate for your needs?
5535,0,You could programatically set this before getting your filesystems and when set true the shutdown hook would not be added.
5536,0,Vinay thanks for working on this.
5537,0,Some comments:  The new method added to Namesystem is better to # pass BlockInfoUnderConstruction # call it as isInSnapshot and # do not throw IOException.
5538,0,{code} //Namesystem.java public boolean isInSnapshot(BlockInfoUnderConstruction block) {code} In the implementation in FSNamesystem it should try-catch the UnresolvedLinkException and log it as an error since the full path obtained from a file should not have unresolved link.
5539,0,Second question: Why adding DFSTestUtil.abortStream(..)?
5540,0,I appended the information to the end of the file.
5541,0,You have the ability to add users to the mina group in svn not to the group on people.a.o.
5542,0,To grant new users commit access check out https://svn.apache.org/repos/asf/infrastructure/trunk/subversion/authorization and add the appropriate usernames to the mina= line in the [groups] section of the asf-authorization file.
5543,0,shifted as agreed during the IRC release preparation meeting
5544,0,thx to Cristi Toth  for his patch
5545,0,Pull out the RopeTransport stuff fix the bug and add in the graceful degradation and I'm happy to see it pushed :)
5546,0,I guess it's OK to put it in trunk.
5547,0,I did not write it in a way that fits in with the rest of the implementations though.
5548,0,No unit tests either yet.
5549,0,* regular business exceptions work.
5550,0,1
5551,0,Everything timed out.
5552,0,Resubmitting and making it a blocker for 0.22
5553,0,I'm good with the last version of the patch of just adding a dclocal read repair chance.
5554,0,Do you mind rebasing Vijay?
5555,0,So I went ahead and made the change.
5556,0,It's uploaded here and on review board.
5557,0,Removed version-infomation znode.
5558,0,More like can't fix.
5559,0,Integrated in Hadoop-Mapreduce-0.23-Build #9 (See [https://builds.apache.org/job/Hadoop-Mapreduce-0.23-Build/9/])     HADOOP-7608.
5560,0,Contributed by Alejandro Abdelnur.
5561,0,@Matthew   If you can contribute a section on SPNEGO authentication to the HttpClient tutorial I'll commit your code to the official 4.1 branch of HttpClient  http://wiki.apache.org/HttpComponents/HttpClientTutorial  Oleg
5562,0,"Note that I was seeing the dreaded ""Delta source ended unexpectedly"" error at around revision 733924 [1] so I had to set the mirror to start the mirrored version history from after that."
5563,0,[1] https://svn.apache.org/viewvc?view=revision&revision=733924
5564,0,Wouldn't it make sense if getFile() always checked whether the passed in fileName is an absolute file no matter of the protocol?
5565,0,If this is the case this file must be returned.
5566,0,Tom no problem please see WHIRR-634 and WHIRR-635.
5567,0,Thanks Graham
5568,0,populated see r2083
5569,0,Here is the Review Board for local.py.
5570,0,trivial change to make the minSize be 1 byte.
5571,0,I think this should be fine for all of the cases I could find where we use this function.
5572,0,If we need to specify a different minSize later we can add a {{setMinSize}} function.
5573,0,The precommit failures are unrelated to the issue at hand.
5574,0,[~thejas] could you please have a look at this patch?
5575,0,Commit 7a977b5eaffb411cb3f1409336cdf42f6b46b18c in branch refs/heads/1.6.x from [~zack-s] [ https://git-wip-us.apache.org/repos/asf?p=incubator-jclouds.gith=7a977b5 ]  Reauthenticate on Keystone HTTP 401 (JCLOUDS-178)  The number of retries here is not the same as for 500 errors expected behavior is a quick fail while retaining some robustness.
5576,0,commons.net 3.0.1 Thsi application is too big RMI is in Jconsole.I myself dont use.I just use ftp.listfiles.
5577,0,here i have read that it is because of active passive mode.i will try maybe it can solve my problem but i afraid that it will produce problem with multithread application
5578,0,Test case and fix.
5579,0,Also adding some extra tests for newline splitting - currently this coverage is lacking.
5580,0,Nothing out of the ordinary here:  % host -t mx laguna-industries.com laguna-industries.com mail is handled by 20 mail.phnx.uswest.net.
5581,0,laguna-industries.com mail is handled by 10 mail.laguna-industries.com.
5582,0,% host  mail.phnx.uswest.net.
5583,0,mail.phnx.uswest.net has address 63.231.195.31 host -t ptr 31.195.231.63.in-addr.arpa.
5584,0,31.195.231.63.in-addr.arpa domain name pointer mpls-pop.inet.qwest.net.
5585,0,qmail chose the secondary MX (which is the mpls-pop.inet.qwest.net) probably because it could not reach the primary MX.
5586,1,Nothing wrong everything is cool.
5587,1,+1 great job pat.
5588,1,+1 on intent from looking at what the patch fixes.
5589,0,Haven't explicitly tested it myself.
5590,0,getUserInSystemGraph usisng a priviledged block to access the system graph I don't think this should be done here as the result is no of you if the caller has no access to the system graph.
5591,0,On 2008-03-06 08:00:48.178 bendalton commented: FLV video of the bug in question with Snitter On 2008-03-06 08:01:57.860 bendalton commented: This bug was first discovered in an application I'm working on.
5592,0,I reproduced the bug using Snitter.
5593,0,(ie this is an AIR bug not a Snitter bug)
5594,0,yes they should all be using RWLock absolutely.
5595,0,Where is the 'Grant license to ASF for inclusion in ASF works' for the patch
5596,0,Thanks Willem.
5597,0,I will update the docs (probably this weekend when I find some time)
5598,0,Updated patch with new file.
5599,0,Forget git add get sad...
5600,0,The patch looks good to me.
5601,0,Is there any particular reason on using an _ in front of the following variables?
5602,0,{noformat} _harMetaCache {noformat}  Also this is meant for trunk only?
5603,0,@Roger: huh this is bad as a partial integration will seg fault see BoostMonitor.cpp which does a cast of a boost::mutex.
5604,0,It would be *highly* preferable instead to *not* include the BoostMonitor.cpp change as both are inter-dependent.
5605,0,Alternatively I don't know what is the compiler error on Debian but it may very well be missing the include inside BoostMutex.cpp:  {code} #include <boost/thread/mutex.hpp> {code}  Thanks!
5606,1,That's a very promising idea !
5607,0,Will take a closer look.
5608,1,Nice work [~stepinto] !
5609,0,Can this ticket me marked as resolved as implementation done for portabl IP
5610,0,Is the null check necessary?
5611,0,the underlying protobuf handles the null properly.
5612,0,{code}           ByteBuffer appAttemptTokens = attemptState.getAppAttemptTokens()           if(appAttemptTokens != null){             attemptStateData.setAppAttemptTokens(appAttemptTokens)           } {code}  New public method necessary?
5613,0,The assert check should be made for rm1 and also for rm2.
5614,0,{code}     // start new RM     MockRM rm2 = new TestSecurityMockRM(conf memStore)     rm2.start()      // verify tokens are properly populated back to DelegationTokenRenewer     Assert.assertEquals(tokenSet rm1.getRMContext()       .getDelegationTokenRenewer().getDelegationTokens()) {code}
5615,0,try the commands  {code} git checkout cassandra-1.2 patch -p1 < 5234-3-1.2branch.txt  {code}
5616,0,Fixed by making the url absolute before passing it to the web container.
5617,0,Looks great Todd.
5618,0,Could we keep this DataOutputBuffer for reuse?
5619,0,{code} +      DataOutputBuffer buf = new DataOutputBuffer(size) {code}
5620,0,If I'll come across Xerces again I'll try it.
5621,0,Thanks Vijay.
5622,0,"I can see why the test case just checks that the error string includes the exception text ""foo""."
5623,0,"The problem is not that the exception text is lost completely it does come through just that it is wrapped in an AvroRuntimeException(""Unknown datum type: ""+datum) error."
5624,0,"So instead of the expected ""java.lang.RuntimeException: foo"" text being sent you get ""org.apache.avro.AvroRuntimeException: Unknown datum type: java.lang.RuntimeException: foo""."
5625,0,GenericData.getSchemaName instead throws an AvroRuntimeException so the special handling of UnresolvedUnionException in Responder.respond is skipped and the nested exception text is the result.
5626,0,Another option is to create a new type for HdfsLocatedFileStatus as {code} HdfsLocatedFileStatusProto {   HdfsFileStatusProto fs = 1   LocatedBlocksProto locations = 2 } {code}
5627,0,Anyway I am creating a project that began with 2.0.0-M3 and is now using 2.0.0-M4.
